Manufacturer,Model.Name,Category,Screen,CPU,Storage,GPU,Operating.System,Weight,Price,CPU.Speed,Storage.Type,GPU.Rank,Storage.Size,RAM.Size,Screen.Size,Category.Type,GPU.Speed
Lenovo,Thinkpad P50,Notebook,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,512GB SSD,Nvidia Quadro M2000M,Windows,2.5,2370,2.7,1,815,512,16,39.624,1,1822
Acer,Swift 3,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows,1.8,636,2.4,1,885,128,4,35.56,1,1752
Razer,Blade Pro,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX 1060,Windows,1.95,2899,2.8,1,163,512,16,35.56,6,2474
Asus,Vivobook Max,Notebook,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,128GB SSD,Intel HD Graphics 505,Windows,2,581.9,1.1,1,1447,128,8,39.624,1,1190
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows,4.42,3588.8,2.8,1,111,1024,32,43.942,6,2526
Asus,Rog G752VS-BA171T,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.3,2350,2.6,1,111,1024,16,43.942,6,2526
Toshiba,Tecra Z40-C-161,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,512GB SSD,Nvidia GeForce 930M,Windows,1.47,1764,2.6,1,822,512,16,35.56,2,1815
Lenovo,IdeaPad 110-15IBR,Notebook,1366x768,Intel Celeron Quad Core N3710 1.6GHz,1TB HDD,Intel HD Graphics 405,No OS,2.2,329,1.6,0,1164,1024,8,39.624,1,1473
Lenovo,ThinkPad T470s,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.7,2299,2.7,1,885,512,16,35.56,2,1752
MSI,GS43VR 7RE,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,1.6,1891,2.8,1,163,1024,16,35.56,6,2474
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.2,1089,2.5,1,270,1024,8,39.624,6,2367
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050,Windows,2.4,999,2.8,0,270,1024,4,39.624,6,2367
Acer,Predator G9-793,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,4.2,2299,2.8,1,163,1024,16,43.942,6,2474
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.62,985,2.5,1,270,256,8,39.624,6,2367
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows,2.24,1339,2.8,1,163,1024,8,39.624,6,2474
Vero,K146 (N3350/4GB/32GB/W10),Notebook,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Windows,1.22,202.9,1.1,1,1487,32,4,35.56,1,1150
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.37,1970,2.7,1,885,512,8,33.782,3,1752
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon R7 M460,Windows,2.08,959,2.5,1,460,256,8,39.624,3,2177
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,512GB Flash Storage,Intel HD Graphics 5300,Mac OS,0.92,1165,1.2,1,1408,512,8,30.48,2,1229
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.42,2330,2.5,1,885,256,8,35.56,3,1752
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Windows,1.63,299,1.1,1,1487,32,4,35.56,1,1150
Dell,Latitude 3580,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.95,810,2.5,1,885,128,8,39.624,1,1752
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.38,1349,2.7,1,885,256,8,35.306,3,1752
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,256GB SSD,AMD Radeon R5 M420X,Windows,2,739,2,1,1327,256,8,39.624,1,1310
HP,ZBook 17,Workstation,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia Quadro M2200,Windows,3.14,2064.9,2.8,1,275,256,8,39.624,5,2362
Asus,Pro P2540UA-XS51,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.37,1099,2.5,1,885,256,8,39.624,1,1752
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.29,1499,2.5,1,885,256,8,33.782,2,1752
Dell,XPS 15,Notebook,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.06,1749,2.5,1,270,256,8,39.624,1,2367
Dell,Latitude 3180,Netbook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,128GB SSD,Intel HD Graphics 505,Windows,1.63,744,1.1,1,1447,128,4,29.464,4,1190
HP,EliteBook 820,Netbook,1366x768,Intel Core i5 7300U 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows,1.26,1389,2.6,1,885,256,8,31.75,4,1752
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.1,780,2.3,0,921,500,4,39.624,1,1716
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,1366x768,AMD A12-Series 9700P 2.5GHz,2TB HDD,AMD Radeon R7 Graphics,Windows,2.04,629,2.5,0,922,2048,8,39.624,1,1715
Dell,Inspiron 7567,Gaming,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,2.62,1679,2.8,1,216,512,16,39.624,6,2421
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 920M,Windows,2.4,609,2.5,0,1047,1024,4,39.624,1,1590
HP,Omen 17-an012dx,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,AMD Radeon RX 580,Windows,3.74,1749,2.8,0,143,1024,12,43.942,6,2494
MSI,GE72MVR 7RG,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,2.9,2415,2.8,1,111,1024,16,43.942,6,2526
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,0.81,1499,2.5,1,885,256,8,33.782,2,1752
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce GT 940MX,Windows,1.98,961,2.7,0,659,1024,8,39.624,1,1978
Dell,Vostro 3568,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon R5 M420,Windows,2.18,789.81,2.5,1,1327,256,8,39.624,1,1310
Lenovo,Thinkpad T470s,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.32,1859,2.7,1,885,256,8,35.56,2,1752
Razer,Blade Stealth,Ultrabook,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,512GB SSD,Intel HD Graphics 620,Windows,1.29,1799,2.5,1,885,512,16,31.75,2,1752
HP,Chromebook 11,Netbook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23,385,1.6,1,1487,16,4,29.464,4,1150
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,4.36,2505.02,2.8,1,163,1024,16,43.942,6,2474
Dell,Latitude 3480,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,1.76,755,2.3,0,921,500,4,35.56,1,1716
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,1366x768,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,Windows,2.1,489.9,2,0,921,500,4,39.624,1,1716
Toshiba,Tecra X40-D-10Z,Ultrabook,1366x768,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.25,1090,2.5,1,885,128,4,35.56,2,1752
Lenovo,Thinkpad X1,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.13,2499,2.7,1,885,512,8,35.56,2,1752
MSI,GL62M 7RD,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.4,1199,2.5,1,270,256,8,39.624,6,2367
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB Flash Storage,Intel HD Graphics 620,Windows,1.13,1875,2.5,1,885,256,8,35.56,2,1752
Toshiba,Satellite Pro,Notebook,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,128GB SSD,Intel HD Graphics 510,Windows,1.75,499,2.1,1,1164,128,4,35.56,1,1473
Asus,ZenBook Flip,2 in 1 Convertible,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.1,1358,2.5,1,885,256,8,33.782,3,1752
Dell,Latitude 3480,Notebook,1366x768,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,Windows,1.76,585,2,0,921,500,4,35.56,1,1716
Acer,Chromebook 11,Netbook,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35,355,1.6,1,1487,32,4,29.464,4,1150
Acer,Swift 3,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620,Windows,1.5,619,2.4,1,885,128,8,35.56,1,1752
Razer,Blade Pro,Gaming,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,512GB SSD,Nvidia GeForce GTX 1080,Windows,3.49,5499,2.9,1,50,512,32,43.942,6,2587
Lenovo,Thinkpad X1,Ultrabook,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,512GB SSD,Intel HD Graphics 520,Windows,1.1,2099,2.6,1,921,512,16,35.56,2,1716
Asus,VivoBook Max,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 920,Linux,2.1,519,2.5,0,1047,1024,4,39.624,1,1590
Lenovo,Thinkpad T460,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.7,1186,2.3,1,921,256,8,35.56,1,1716
Lenovo,ThinkPad T470s,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows,1.32,1650,2.6,1,885,256,8,35.56,1,1752
Dell,Alienware 15,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,3.21,2774.63,2.8,1,111,1024,16,39.624,6,2526
Asus,Rog GL702VS-BA023T,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,2.9,2419,2.8,1,111,1024,16,43.942,6,2526
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows,2,669,2.4,0,885,500,4,39.624,1,1752
Lenovo,N42-20 Chromebook,Notebook,1366x768,Intel Celeron Quad Core N3160 1.6GHz,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5,325,1.6,1,1487,16,4,35.56,1,1150
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB HDD,Intel HD Graphics 620,Windows,2.3,590,2.5,0,885,128,8,39.624,1,1752
Asus,Rog GL702VM-GC017T,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.73,1799,2.6,1,163,1024,16,43.942,6,2474
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,3072.89,2.8,1,111,1024,32,43.942,6,2526
HP,ProBook 470,Notebook,1600x900,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 930MX,Windows,2.63,910,2.5,0,707,1024,8,43.942,1,1930
Dell,Vostro 3568,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,2.18,713.99,2.5,1,885,128,8,39.624,1,1752
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,512GB SSD,Intel HD Graphics 520,Windows,1.54,1870,2.5,1,921,512,8,35.56,2,1716
Dell,Vostro 3568,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R5 M420,Windows,2.18,739,2.7,1,1327,256,4,39.624,1,1310
HP,Chromebook X360,2 in 1 Convertible,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,615,1.1,1,1487,32,4,29.464,3,1150
Asus,ZenBook UX310UQ-GL026T,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,512GB SSD,Nvidia GeForce 940M,Windows,1.45,1026,2.3,1,778,512,8,33.782,2,1859
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.28,2277,2.5,1,885,256,8,33.782,3,1752
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,512GB SSD,Intel HD Graphics 520,Windows,1.54,1468,2.5,1,921,512,8,35.56,2,1716
HP,250 G6,Notebook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,128GB SSD,Intel HD Graphics 400,No OS,1.86,299,1.6,1,1487,128,4,39.624,1,1150
Asus,Rog GL502VM-DS74,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.1,1899,2.8,1,163,1024,16,39.624,6,2474
Dell,Inspiron 5767,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R7 M445,Linux,2.83,865,2.7,0,888,1024,8,43.942,1,1749
Lenovo,ThinkPad T470p,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia GeForce GT 940MX,Windows,1.96,1903,2.8,1,659,256,8,35.56,2,1978
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce GTX 930MX,Windows,2.3,787,2.7,1,707,256,8,39.624,1,1930
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.9,945,2.5,1,885,128,8,39.624,1,1752
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505,Windows,2,449,1.1,0,1447,1024,4,39.624,1,1190
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,256GB SSD,Intel HD Graphics 620,Windows,1.28,2559,2.8,1,885,256,8,33.782,3,1752
Dell,Inspiron 5368,Notebook,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,1TB HDD,Intel HD Graphics 520,Windows,1.62,649,2.3,0,921,1024,8,33.782,1,1716
Lenovo,IdeaPad 110-15ISK,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520,No OS,2.2,469,2,0,921,1024,4,39.624,1,1716
Lenovo,ThinkPad E570,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Windows,2.3,850.66,2.5,0,885,1024,8,39.624,1,1752
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,256GB SSD,AMD Radeon R7 M465,Windows,1.84,1349,2.6,1,742,256,8,39.624,1,1895
Toshiba,Portege X30-D-10X,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.05,1285,2.5,1,885,128,4,33.782,1,1752
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5,1017,2.5,0,270,1024,8,39.624,6,2367
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,512GB SSD,Intel Iris Plus Graphics 640,Windows,1.29,2240,2.5,1,698,512,16,33.782,2,1939
HP,Probook 450,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.07,910,2.3,0,921,500,4,39.624,1,1716
Toshiba,Portégé Z30-C-188,Ultrabook,1366x768,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.2,1095,2.3,1,921,256,8,33.782,2,1716
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.37,1950,2.7,1,885,256,8,33.782,3,1752
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.56,902,2.5,1,885,256,8,35.56,1,1752
Dell,Precision 3520,Workstation,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia Quadro M620,Windows,2.23,1778,2.8,0,385,1024,8,39.624,5,2252
Lenovo,ThinkPad L570,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,2.38,1055,2.5,0,885,500,4,39.624,1,1752
Lenovo,IdeaPad 110-15ISK,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430,No OS,2.2,479,2,0,1117,1024,4,39.624,1,1520
Toshiba,Tecra A50-D-11D,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,2,1388,2.7,1,885,256,8,39.624,1,1752
Lenovo,Thinkpad 13,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,1GB SSD,Intel HD Graphics 620,Windows,1.44,735,2.4,1,885,1,4,33.782,1,1752
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 940MX,Windows,1.23,1849,2.7,1,659,256,16,38.1,2,1978
Dell,Latitude 7280,Ultrabook,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,256GB SSD,Intel HD Graphics 620,Windows,1.6,1690,2.8,1,885,256,8,31.75,2,1752
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505,Linux,2,398.99,1.1,0,1447,1024,4,39.624,1,1190
Xiaomi,Mi Notebook,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Nvidia GeForce 940MX,Windows,1.28,935,2.3,1,659,256,8,33.782,2,1978
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,2.18,912.5,2.5,1,659,1024,4,39.624,1,1978
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.04,839,2.5,1,885,256,4,39.624,1,1752
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.28,1700,2.5,1,885,256,4,33.782,3,1752
HP,Pavilion x360,2 in 1 Convertible,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,2.3,684.8,2.5,0,885,500,4,39.624,3,1752
Asus,VivoBook L402NA,Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Windows,1.65,348,1.1,1,1487,32,4,35.814,1,1150
Lenovo,IdeaPad 510-15ISK,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,1TB HDD,Nvidia GeForce 940MX,Windows,2.2,669,2.5,0,659,1024,8,39.624,1,1978
Dell,Inspiron 3552,Notebook,1366x768,Intel Pentium Quad Core N3710 1.6GHz,500GB HDD,Intel HD Graphics,Windows,2.2,369,1.6,0,1487,500,4,39.624,1,1150
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.28,1799,2.5,1,885,256,4,33.782,3,1752
Dell,Vostro 3568,Notebook,1366x768,Intel Core i3 6006U 2.0GHz,1TB HDD,AMD Radeon R5 M420X,Linux,2.18,455.7,2,0,1327,1024,4,39.624,1,1310
Asus,Rog GL753VD-GC082T,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.2,1369.9,2.5,1,270,1024,12,43.942,6,2367
Acer,Chromebook C731-C78G,Netbook,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,297,1.6,1,1487,32,4,29.464,4,1150
Lenovo,IdeaPad 110-17ACL,Notebook,1600x900,AMD A4-Series 7210 2.2GHz,500GB HDD,AMD Radeon R3,Windows,2.8,379,2.2,0,1482,500,4,43.942,1,1155
HP,Probook 640,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.95,1265,2.5,1,885,128,4,35.56,1,1752
HP,Envy x360,2 in 1 Convertible,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.42,1399,2.7,1,885,256,16,33.782,3,1752
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.17,1699,2.7,1,885,256,8,38.1,2,1752
Lenovo,ThinkPad T470s,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.32,1799,2.5,1,885,256,8,35.56,2,1752
MSI,GS73VR Stealth,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows,2.43,2649,2.6,1,163,2048,16,43.942,6,2474
Toshiba,Portege X30-D-10V,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.05,1475,2.5,1,885,256,8,33.782,1,1752
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,2.62,929,2.8,0,216,1024,8,39.624,6,2421
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 930MX,Windows,2.04,900,2.7,0,707,1024,8,39.624,1,1930
Dell,Vostro 3568,Notebook,1366x768,Intel Core i3 6006U 2.0GHz,1TB HDD,AMD Radeon R5 M420X,Windows,2.18,614,2,0,1327,1024,4,39.624,1,1310
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,500GB HDD,Intel HD Graphics 620,Windows,1.9,935,2.6,0,885,500,8,39.624,1,1752
Dell,XPS 13,2 in 1 Convertible,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,512GB SSD,Intel HD Graphics 615,Windows,1.24,2013.1,1.3,1,1043,512,8,33.782,3,1594
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,Windows,3.58,1279,2.7,1,105,256,32,43.942,6,2532
Dell,XPS 13,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,256GB SSD,Intel HD Graphics 615,Windows,1.22,1649,1.3,1,1043,256,16,33.782,3,1594
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB Flash Storage,Intel HD Graphics 620,Windows,1.13,2049,2.7,1,885,256,8,35.56,2,1752
Lenovo,ThinkPad T570,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,512GB SSD,Intel HD Graphics 620,Windows,1.95,1962.99,2.5,1,885,512,8,39.624,1,1752
